task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-128_rc_aug-true,1,0.002,128,0.8173781037330627,0.6359967589378357,0.8114940524101257,0.8385108113288879,0.786163866519928,0.8485923409461975,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-128_rc_aug-true,2,0.002,128,0.5,0.0,0.0,0.0,0.0,1.0,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-128_rc_aug-true,3,0.002,128,0.8137445449829102,0.6279759407043457,0.8100046515464783,0.8266023397445679,0.7940604090690613,0.833428680896759,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,10,0.002,256,0.815432608127594,0.6316574215888977,0.8199402689933777,0.8003923296928406,0.8404669165611267,0.7903982400894165,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-true,1,0.002,256,0.8121709823608398,0.6243422031402588,0.8122515678405762,0.8119032382965088,0.8126001358032227,0.811741828918457,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,1,0.002,256,0.8168345093727112,0.633908212184906,0.814284086227417,0.8257825374603271,0.8031014204025269,0.8305676579475403,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-true,2,0.002,256,0.8144598603248596,0.629330039024353,0.8110486268997192,0.8262392282485962,0.7964065074920654,0.832513153553009,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,2,0.002,256,0.8148604035377502,0.6302337646484375,0.8110491633415222,0.8280960917472839,0.7946898341178894,0.8350309133529663,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-true,3,0.002,256,0.8169775605201721,0.6340874433517456,0.8188280463218689,0.8106319904327393,0.8271915912628174,0.8067635893821716,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,3,0.002,256,0.8181219696998596,0.6368967294692993,0.822147011756897,0.8043466210365295,0.8407530188560486,0.7954909801483154,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,4,0.002,256,0.815432608127594,0.633762001991272,0.8238442540168762,0.7879341840744019,0.8631837964057922,0.7676814198493958,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,5,0.002,256,0.8166628479957581,0.6334190368652344,0.8182230591773987,0.8113186359405518,0.8252460360527039,0.8080796599388123,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,6,0.002,256,0.8169203400611877,0.6344456672668457,0.8208315968513489,0.8036624789237976,0.8387503027915955,0.7950904369354248,Mamba-char,True
human_ocr_ensembl,mamba_uni_char_human_ocr_ensembl_lr-2e-3_bs-256_rc_aug-True,7,0.002,256,0.8137445449829102,0.6277259588241577,0.8111510872840881,0.822605311870575,0.8000114560127258,0.8274776935577393,Mamba-char,True
